
Search Parameters:State in (AS)	
Data Group	Sampling Year	Station Name	Sampling Collection Date	Latitude Decimal Degrees	Longitude Decimal Degrees	Water Column Sampled	Water Measurement Name	Value	Units	Detection Limit Concentration	Collection Depth	Depth Units	Collection Property	Method Used	QA Code	
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	Ambient photosynthetically active radiation	1900.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	Dissolved oxygen	6.75	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	Salinity	35.8	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	Temperature	29.6	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	Water column photosynthetically active radiation	1028.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water3	pH	7.9	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	Ambient photosynthetically active radiation	1768.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	Dissolved oxygen	6.8	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	Salinity	35.8	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	Temperature	29.6	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	Water column photosynthetically active radiation	759.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water4	pH	7.9	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	Ambient photosynthetically active radiation	1719.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	Dissolved oxygen	6.8	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	Salinity	35.8	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	Temperature	29.6	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	Water column photosynthetically active radiation	674.0	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water5	pH	7.9	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	Ambient photosynthetically active radiation	1703.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	Dissolved oxygen	6.9	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	Salinity	35.8	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	Temperature	29.6	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	Water column photosynthetically active radiation	463.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Mid-water6	pH	7.9	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	Ambient photosynthetically active radiation	1882.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	Dissolved oxygen	6.7	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	Salinity	35.8	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	Temperature	29.65	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	Water column photosynthetically active radiation	1005.0	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0003	13-APR-2004	-14.238	-170.669	Surface	pH	7.9	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	Ambient photosynthetically active radiation	1932.5	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	Dissolved oxygen	6.55	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	Salinity	35.8	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	Temperature	29.5	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	Water column photosynthetically active radiation	220.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Bottom	pH	7.9	pH units		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Ambient photosynthetically active radiation	1963.0	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Dissolved oxygen	6.45	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Salinity	35.7	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Temperature	27.85	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	Water column photosynthetically active radiation	1169.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water1	pH	7.85	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	Ambient photosynthetically active radiation	1959.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	Dissolved oxygen	6.45	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	Salinity	35.75	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	Temperature	29.75	deg C		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	Water column photosynthetically active radiation	802.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water2	pH	7.85	pH units		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	Ambient photosynthetically active radiation	2030.5	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	Dissolved oxygen	6.5	mg/L		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	Salinity	35.75	ppt		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	Temperature	29.65	deg C		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	Water column photosynthetically active radiation	894.0	µE/m2/s		3.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water3	pH	7.85	pH units		3.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	Ambient photosynthetically active radiation	2148.5	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	Dissolved oxygen	6.6	mg/L		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	Salinity	35.8	ppt		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	Temperature	29.65	deg C		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	Water column photosynthetically active radiation	919.0	µE/m2/s		4.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water4	pH	7.85	pH units		4.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	Ambient photosynthetically active radiation	2347.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	Dissolved oxygen	6.65	mg/L		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	Salinity	35.8	ppt		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	Temperature	29.6	deg C		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	Water column photosynthetically active radiation	923.5	µE/m2/s		5.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water5	pH	7.85	pH units		5.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	Ambient photosynthetically active radiation	2452.5	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	Dissolved oxygen	6.75	mg/L		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	Salinity	35.8	ppt		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	Temperature	29.6	deg C		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	Water column photosynthetically active radiation	585.0	µE/m2/s		10.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water6	pH	7.9	pH units		10.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	Ambient photosynthetically active radiation	2099.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	Dissolved oxygen	6.75	mg/L		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	Salinity	35.8	ppt		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	Temperature	29.6	deg C		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	Water column photosynthetically active radiation	368.5	µE/m2/s		15.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water7	pH	7.9	pH units		15.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	Ambient photosynthetically active radiation	2445.5	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	Dissolved oxygen	6.7	mg/L		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	Salinity	35.8	ppt		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	Temperature	29.6	deg C		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	Water column photosynthetically active radiation	318.0	µE/m2/s		20.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Mid-water8	pH	7.9	pH units		20.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	Ambient photosynthetically active radiation	1949.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	Dissolved oxygen	6.5	mg/L		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	Salinity	35.7	ppt		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	Temperature	29.9	deg C		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	Water column photosynthetically active radiation	1330.5	µE/m2/s		0.5	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0004	13-APR-2004	-14.245	-170.668	Surface	pH	7.85	pH units		0.5	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	Ambient photosynthetically active radiation	1176.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	Dissolved oxygen	6.4	mg/L		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	Salinity	35.8	ppt		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	Temperature	29.5	deg C		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	Water column photosynthetically active radiation	67.0	µE/m2/s		25.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Bottom	pH	7.9	pH units		25.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Ambient photosynthetically active radiation	1057.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Dissolved oxygen	6.65	mg/L		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Salinity	35.8	ppt		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Secchi depth	15.0	m		15.0	m		Secchi disk		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Temperature	29.45	deg C		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	Water column photosynthetically active radiation	700.5	µE/m2/s		1.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water1	pH	7.9	pH units		1.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water2	Ambient photosynthetically active radiation	1001.0	µE/m2/s		2.0	m		Licor 2pi Sensor		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water2	Dissolved oxygen	6.55	mg/L		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water2	Salinity	35.8	ppt		2.0	m		Hydrolab/YSI		
National Coastal Assessment-Pacific Insular/U.S. National Park Service	2004	AS04-0005	13-APR-2004	-14.248	-170.583	Mid-water2	Temperature	29.45	deg C		2.0	m		Hydrolab/YSI		
