,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
4383,RR10715,7/10/00,71921,0.02,"MERCURY,TOT. IN BOT. DEPOS. (MG/KG) AS HG DRY WG",MG/KG,Sediment,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4384,RR10721,8/9/00,71921,0.02,"MERCURY,TOT. IN BOT. DEPOS. (MG/KG) AS HG DRY WG",MG/KG,Sediment,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4569,Z005136,6/14/89,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4570,Z005137,7/25/90,72053,14,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4571,Z005138,8/28/91,72053,15,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4572,R010036,8/24/93,72053,3,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4573,R010057,10/28/93,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4574,R010069,1/24/94,72053,20,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4575,R161066,4/19/94,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4576,R161143,8/10/94,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4577,R168060,10/11/94,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4578,R168098,2/22/95,72053,14,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4579,R168323,5/11/95,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4580,R168385,8/8/95,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4581,R168465,11/28/95,72053,30,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4582,R168514,1/24/96,72053,22,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4583,R170253,4/24/96,72053,40,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4584,R171049,7/16/96,72053,3,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4585,R172467,10/8/96,72053,4,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4586,R172479,12/10/96,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4587,R173783,5/8/97,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4588,R173967,5/21/97,72053,4,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4589,R176007,7/28/97,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4590,R176660,11/4/97,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4591,R176932,1/12/98,72053,8,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4592,R179265,3/23/98,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4593,R179284,6/4/98,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4594,R179310,7/22/98,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4595,R184910,11/18/98,72053,8,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4596,R184974,1/13/99,72053,14,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4597,R185035,5/17/99,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4598,R186104,8/11/99,72053,3,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4599,RR10572,9/14/99,72053,10,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4600,RR10578,10/11/99,72053,3,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4601,RR10583,11/9/99,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4602,RR10588,12/7/99,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4603,RR10593,1/10/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4604,RR10614,2/8/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4605,RR10634,3/7/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4606,RR10669,4/10/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4607,RR10690,5/9/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4608,RR10710,6/12/00,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4609,RR10715,7/10/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4610,RR10721,8/9/00,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4611,RR10727,9/12/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4612,RR10732,10/9/00,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4613,RR10750,11/7/00,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4614,RR10743,12/4/00,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4615,RR10796,1/9/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4616,RR10804,2/13/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4617,RR10839,3/13/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4618,RR10846,4/3/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4619,RR10854,5/8/01,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4620,RR10861,6/11/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4621,RR10868,7/10/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4622,RR10876,8/7/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4623,RR10884,9/18/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4624,RR10944,12/5/01,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4625,R205796,2/13/02,72053,8,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4626,RR11037,3/19/02,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4627,R205916,6/11/02,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4628,RR11044,6/18/02,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4629,R208605,11/12/02,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4630,R208614,11/13/02,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4631,R209830,1/14/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4632,R209880,2/19/03,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4633,R209906,4/8/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4634,R214937,5/21/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4635,R214983,7/14/03,72053,5,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4636,R214985,7/15/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4637,RR11211,9/10/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4638,RR11213,9/10/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4639,R218349,10/27/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4640,RR11219,12/8/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4641,RR11221,12/8/03,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4642,R221272,2/18/04,72053,4,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4643,RR11227,3/17/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4644,RR11229,3/17/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4645,R221342,5/24/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4646,RR11235,6/16/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4647,RR11237,6/16/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4648,R221946,7/21/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4649,RR11243,9/8/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4650,RR11244,9/8/04,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4651,R224279,11/22/04,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4652,RR11251,12/8/04,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4653,RR11252,12/8/04,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4654,R228435,2/8/05,72053,3,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4655,RR11259,3/16/05,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4656,RR11260,3/16/05,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4657,R229395,4/28/05,72053,2,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4658,RR11266,6/22/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4659,RR11267,6/22/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4660,R231523,7/20/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4661,RR11275,9/21/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4662,RR11276,9/21/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4663,R232654,11/14/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4664,RR11554,12/14/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4665,RR11555,12/14/05,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4666,R233670,2/13/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4667,RR11609,3/22/06,72053,4,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4668,RR11610,3/22/06,72053,4,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4669,R233937,5/31/06,72053,1,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4670,RR11620,6/21/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4671,RR11621,6/21/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4672,R235879,7/20/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4673,RR11722,9/13/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4674,RR11723,9/13/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4675,10015911,10/5/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4676,RR11766,12/12/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4677,RR11767,12/12/06,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5100,RR10357,10/27/98,74016,4,"SOLIDS,SUSPENDED, ASH FREE DRY WT (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5101,RR10578,10/11/99,74016,6,"SOLIDS,SUSPENDED, ASH FREE DRY WT (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5102,RR10593,1/10/00,74016,2,"SOLIDS,SUSPENDED, ASH FREE DRY WT (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5103,RR10669,4/10/00,74016,14,"SOLIDS,SUSPENDED, ASH FREE DRY WT (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4746,Z005138,8/28/91,74069,3,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4747,R161143,8/10/94,74069,1,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4748,R172467,10/8/96,74069,30,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4749,R173967,5/21/97,74069,10,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4750,R176007,7/28/97,74069,3,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4751,RR11211,9/10/03,74069,1,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4752,RR11219,12/8/03,74069,1,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4753,RR11227,3/17/04,74069,2.6,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4754,RR11235,6/16/04,74069,0.64,STREAM FLOW ESTIMATE (CFS),CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5237,RR10715,7/10/00,81373,84.1,"SOLIDS IN SEDIMENT, PERCENT BY WEIGHT (DRY)",% BY WT,Sediment,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5238,RR10721,8/9/00,81373,85.1,"SOLIDS IN SEDIMENT, PERCENT BY WEIGHT (DRY)",% BY WT,Sediment,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5166,RR10578,10/11/99,82078,14.2,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5167,RR10583,11/9/99,82078,-0.9,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5168,RR10588,12/7/99,82078,6.6,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5169,RR10593,1/10/00,82078,14.2,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5170,RR10614,2/8/00,82078,10.5,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5171,RR10634,3/7/00,82078,19.3,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5172,RR10669,4/10/00,82078,14.6,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5173,RR10690,5/9/00,82078,17.1,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5174,RR10710,6/12/00,82078,54.1,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5175,RR10715,7/10/00,82078,9.2,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5176,RR10721,8/9/00,82078,4.6,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5177,RR10727,9/12/00,82078,1.3,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5178,RR10732,10/9/00,82078,3.2,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5179,RR10750,11/7/00,82078,0,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
5180,RR10743,12/4/00,82078,11.5,"TURBIDITY,FIELD NEPHELOMETRIC TURBIDITY UNITS, N",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4682,Z005162,7/18/90,82079,1.3,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4683,RR10050,12/11/97,82079,2.07,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4684,RR10062,1/27/98,82079,2.68,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4685,RR10066,2/24/98,82079,3.96,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4686,RR10250,3/24/98,82079,10.1,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4687,RR10251,4/22/98,82079,6.38,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4688,RR10255,5/27/98,82079,10.3,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4689,RR10302,6/22/98,82079,5.15,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4690,RR10312,7/30/98,82079,5.66,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4691,RR10333,8/26/98,82079,5.31,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4692,RR10334,9/24/98,82079,2.71,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4693,RR10357,10/27/98,82079,1.78,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4694,RR10388,11/16/98,82079,2.38,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4695,RR10572,9/14/99,82079,3.82,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4696,RR10578,10/11/99,82079,1.59,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4697,RR10583,11/9/99,82079,1.52,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4698,RR10588,12/7/99,82079,3.83,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4699,RR10593,1/10/00,82079,11.6,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4700,RR10614,2/8/00,82079,5.88,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
